pre_text,airline_sentiment
no soporto equipo mierda idioso,negative
perdido localizador d vuelo tampoco mail puedo recuperarlo,neutral
premio mejor aerolinea rutas nacionales,positive
fin oferta encontrada doy completar compra envia pagina inicio no no agoto,negative
pregunte sitio si cola persona dijo no entendia idioma pregunte,negative
hola duda proximo viaje,neutral
descubre shanghai vuelo directo dias tax includ,positive
no worries mejor vueling,positive
paga billete pretende tener palacio asiento resopla comenta voz alta espacio pa,negative
indignante personas toda cola generando,negative
vale profesional equipo pondra caso particular normal,negative
#primerab final primer tiempo cobresal,neutral
low cost vueling cabeza retrasos aeropuertos españoles via,negative
favor compartir pasa cobran instantaneamente ventas devolver,negative
caso siempre miro vueling mejor precio dan ciudad dep,positive
murcia albacete cuidad real,negative
bromea aeropuerto nombre cr homenaje burla # m,negative
oye cuantos rt twit vuelo bilbao barcelona reyes,neutral
asi accidente vuelo spanair letal españa decadas #video,negative
correcto mizak c,neutral
hola cuanto sales boletos bogota barcelona,neutral
rt favor pasajeros demora devolucion dinero jodamoslos retuit,negative
amiga llamo servicio clientes dicen desconvocada hoy dicen huelga confirmada,negative
inaugura remodelacion sala vip velazquez t madrid,positive
comprar dos billetes juntos pagar euros sienten separados asi trata cl,negative
acabaron dos bultos cabina cambia politica equipajes informa davidjusto,neutral
resulta va casa navidad reserva vuelo vuelta escala larga no andar corriendo agobios,neutral
muchas gracias,positive
hola alguna forma si no facturo maleta no bajeis equipaje mano bodega esp,negative
hola :clapping_hands: :light_skin_tone: :clapping_hands: :light_skin_tone: :clapping_hands: :light_skin_tone: dias cumplir años primer :airplane: ️ :smiling_face_with_heart-eyes:,neutral
cofu :sun: ️ :airplane_departure: :desert_island: #travelthursday,positive
ademas ineptos cinicos impresentables dijisteis hoy llega bici maleta nad,neutral
documental accidente spanair agosto :airplane: ️,neutral
vamos,negative
xa q gente sepatuve problema reservar vuelo llame tlf no gratuito no m solucionaron hable,negative
idotas pasa,neutral
estrena vuelos san francisco managua #nuevosdestinos,positive
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,positive
verguenza despues haberme perdido equipaje dias pais,negative
gracias solucionado saludo,positive
rt robertohermida ultimallamada tiran,negative
share rt cobran instantaneamente ventas devolver dinero mal cobrado tarda,negative
gustaria saber voy poder recuperar maleta gracias,negative
cintas sala barajas hacer salir vuelos misma cinta venga,negative
siempre puedes pagar euros viajar xd,neutral
gran canaria’s #travelthursday,neutral
buenas hace mes medio presente reclamacion cancelacion vuelo traves web,negative
veras risas cojas roma pidan dni,neutral
descubre shanghai vuelo directo dias tax includ,neutral
hola intentando acceder web ordenador navegador movil app,neutral
alegria tremenda siento gran emocion escalofrio recorre cuerpo tranquilos perdonado cena,neutral
vuela madrid caracas com ida vuelta tarifa bs f contacto lic dennis martinez,neutral
hola escrito mensaje directo problema plus gracias,negative
rt favor pasajeros demora devolucion dinero joda,negative
we need you now more than ever instead of protesting why not better your serv,negative
dudarlo ny :bridge_at_night: :Statue_of_Liberty:,positive
cobra pasta corregir erratas billetes avion no derecho cobramos,negative
q embusteros luces cada vez,negative
gracias hacer dia aun largo :thumbs_up:,negative
si pudierais estudiar como mejorar integracion genial momento aprendo leccion,negative
decir respecto todavia espero respondan puedo devolver billetes motivo,negative
llego vuelo almeria madrid voy hacer check in bs as entrego documentac,negative
muchas gracias,positive
victimas reclaman audiencia nacional desclasificar papeles accidente spanair,neutral
reconocera sindicatos pilotos evitar colapso operaciones navidad,positive
si favor declaraciones amor #rubijarena no pueden quedarse ma,positive
express celebra quinto aniversario oferta plazas euros,neutral
hoy firmamos renovacion #convenio junto victor moneo director ventas españa,neutral
#requisitos basicos exigidos aerolinea tripulacion cabina,neutral
asi accidente vuelo spanair letal españa decadas video,negative
pedo usaria ar viajar despues comerme paro cague vida mejor vuelo,negative
invitado lujo excelente entrevista gran señor saludos saltillo karla :smiling_face_with_smiling_eyes:,negative
so vendo agrees to recognise pilot unions via,negative
aterrizo :fire: :fire_engine: :ambulance: :airplane:,positive
air europa lanzan rebajas vuelos europa euros via,positive
lufthansa arrebata liderazgo pasajeros europa informa yovannablanco,negative
creo q igual ahorrarse dinero piloto dejaria pilotar :face_with_tears_of_joy: :face_with_tears_of_joy:,negative
euros ida vuelta vuelos directos maleta facturada incluida no emocionaba ta,positive
pilotos desconvocan huelga navidad tras giro negociador ‘low cost’ via,positive
asi accidente vuelo spanair letal españa decadas video,neutral
maleta perdido madrid camino santiago no ninguna informacion no dais ninguna informacion,negative
lafayette new opelousas or lake charles,neutral
gusto video karla sanchez reportaje familia mexicana china,positive
before flying ba rt share favor pasajeros demor,negative
marca bajo costo mira colombia,neutral
debute nueva premium economy costaba igual turista asientos comodos pantalla grande ser,positive
equipaje perdido hace dias sigo noticias podeis ayudar x aqui x favo gracias,negative
adonde quien dio,neutral
adoro buenos deseos siempre despegamos :airplane_departure:,positive
#holaargentina ganador fe barbara,positive
jajajajaja ojala ahora cobra pequeñitas no ocupan xd,negative
no consigo cambiar menu reserva puedo hacer gracias,negative
alicante #travelthursday,negative
samsung sorprenden viajeros vuelo madrid coruña «regalazo» via,positive
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,negative
correcto consegui pagina web argentina problemas participo difundo muchas gracias saludos :airplane: ️,positive
fuerteventura :smiling_face_with_heart-eyes: #travelthursday,negative
vuelta franfu,neutral
partir primeras horas luego alucinante debeis pensar gente no lava d,negative
vamos santander sdr bestia airbus a,neutral
euros valencia budapest via,neutral
director rrhh lg afirma cuidar bienestar empleados inversion via,negative
#marketing #publicidad #mrketingdigital redaccion basado emotividad contenido enric pardo,neutral
pues no coge telefono contesta horas twitter,negative
fin contesta #reclamacion #cancelacion h volar deniega compensar alegando huelga controladores franceses,negative
pasa europa,negative
esperamos alli :winking_face: :smiling_face_with_smiling_eyes:,neutral
favor si quedo casa va dar telele dejame irme,negative
manga gallegos,negative
acabo descubrir piloto crack llevo madrid venecia mayo año pasado l,positive
business express no puede ser hacend,negative
gracias si puesto reclamacion correspondiente,neutral
cuanto tiempo retraso vuelo ib debia salir h transparencia claridad favor cc,negative
contar historias,neutral
españa no causa,neutral
enfrenta mañana alemania primera huega pilotos hist via,negative
vuelve hacer tener q retirar maletas volver facturar aunq varios vuelos pierd,negative
ponen villancicos ponen campanas celebrar llegado no,negative
facturas tiempo juega pertenencias no usar ustedes no dan cara,negative
gracias concurso #holaeuropa :airplane_departure: vamonos,positive
siempre vanguardia,neutral
palermo nuevo destino verano,neutral
voy viaje gracias #holaeuropa,positive
españa perdido avion mallorca toca esperar horas proximo embargo hecho bien :grinning_face:,positive
quieren cobrar tres cuatro veces valor ticket avisar compras,negative
ver ver no afectara verdad,negative
hoy octavo ultimo vuelo puedo decir sobrevivido,negative
estimados linea no dio oportunidad irme florida antelacion huracan irma,negative
foto aeropuerto ezeiza argentina foto avion airbus vuelo madrid espana,neutral
pesima atencion call center resulta q ahora no puedo viajar esposa q deciden cambiar asi,negative
futsal maxorata vs higuerita toscal b,neutral
curioso polemica pilotos servido vuelva politica precios eliminaron c,negative
creeis patetico,negative
regalando billetes gratis mundo despues cancelacion vuelos,positive
contraataca express ofrece asientos baratos despues promocion vuelos,positive
volviendo casa despues fin semana perfecto :blue_heart: :airplane: ️ gracias #airbus #a #aviation #travel,positive
cristo fatima #europa #europe #iberico #portugal #portuguese #portugues #gorpman,neutral
sacado vuelos euros tentando comprar alguno,positive
linea directa larga lista empresas estafan #stop #cx,neutral
visto visto podemos ir asumiendo cancelacion linea,negative
mejores aerolineas mundo # :party_popper:,positive
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,positive
asi accidente vuelo spanair letal españa decadas #video,negative
exageracion arriesgado intentar embarcar haber comprobado tamaño maleta :winking_face_with_tongue:,neutral
cancelasteis vuelos llevo mas meses recibir dinero no muestran,negative
rt favor pasajeros demora devolucion dinero jodamoslos retuiteemos compartam,negative
:face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: paveros #siempremejorando dicen mientras siguen escalada monopolizar restar,negative
pilotos desconvocan huelga tras ver reconocidos sindicatos by pais via ultimas noticias,positive
volver marruecos regresare alfombra voladora mejor,negative
si cobra final total vale mismo q ejemplo q volar ryan,neutral
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,neutral
iag grupo vueling compra austriaca niki quiebra,neutral
nuevo juego sillas agotador,negative
mejor compañia servicio experiencias,positive
estrechos dejado sitios azafatos no dejan poner abrigo compar,negative
tres niños pequeños gritando llorando no van poder conmigo #enjoyingtheflight #sunset amp #gintonic courtesy of,positive
t madrid cola fast track seguridad normal filas solo abiertas,negative
peor aerolinea europa puede decir no pasaje ida vuelta dolares :person_shrugging: :medium-dark_skin_tone: ‍ :male_sign: ️,negative
van entregando rutas aereas sigue entregar,neutral
ayer abrieron maleta robaron vuelo ib napoles madrid tras obligarme facturar alguna camara,neutral
posible cambiar fecha billete traves pagina web,neutral
llega primer #duelodemarcas marketingdirecto vs easyjet nuevo año nuevos proyectos,neutral
descuento no aqui ven cara pendejo pueblo suben doble dicen q baja,negative
lugares frecuentes felicidades,positive
inaugura nuevo espacio premium sentirte reina rey,positive
abre convocatoria incorporar tecnicos mantenimiento,neutral
verguenza q cobreis llamadas precio d oro intenta encontrar maleta q habeis perdido :thumbs_down:,negative
verdad usuario desespera pasa constantemente handlings españa not,negative
